Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Tapu Durumu,Site İçerisinde,Banyo Sayısı,Balkon Durumu,Fiyat Durumu,Price,Eşya Durumu,Müstakil mi,Dublex mi,Çatı katı mı,İlçe,Mahalle
110,115,4.0,13,3,4.0,Kombi Doğalgaz,Boş,Müstakil Tapulu,Hayır,1,0,Genel Fiyat,29000.0,0,0,0,0, Ümraniye,Çamlık Mahallesi
75,80,3.0,25,0,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,40000.0,0,0,0,0, Sarıyer,Yeniköy Mahallesi
90,100,3.0,0,1,5.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,1,Genel Fiyat,25000.0,0,0,0,0, Sultanbeyli,Mimar Sinan Mahallesi
150,257,4.0,25,0,3.0,Kombi Doğalgaz,Boş,Hisseli Tapu,Hayır,1,0,Genel Fiyat,45000.0,0,0,0,0, Sarıyer,Yeniköy Mahallesi
60,70,3.0,25,1,3.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,17000.0,0,0,0,0, Fatih,Karagümrük Mahallesi
45,55,2.0,25,4,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,27500.0,1,0,0,0, Kadıköy,Osmanağa Mahallesi
160,170,4.0,13,2,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,38000.0,0,0,0,0, Küçükçekmece,Cennet Mahallesi
65,75,3.0,7,13,13.0,Merkezi (Pay Ölçer),Kiracı Oturuyor,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,21000.0,0,0,0,0, Başakşehir,Güvercintepe Mahallesi
60,70,3.0,25,2,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,1,Genel Fiyat,22000.0,0,0,0,0, Eyüpsultan,Düğmeciler Mahallesi
55,60,3.0,7,0,3.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,18500.0,0,0,0,0, Avcılar,Cihangir Mahallesi
70,85,3.0,17,8,10.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,24000.0,0,0,0,0, Başakşehir,Başakşehir Mahallesi
60,70,2.0,7,15,25.0,Merkezi Doğalgaz,Boş,Kat İrtifakı,Evet,1,0,Genel Fiyat,15000.0,0,0,0,0, Esenyurt,Sultaniye Mahallesi
110,142,4.0,1,4,5.0,Merkezi (Pay Ölçer),Boş,Tapu Kaydı Yok,Evet,2,0,Genel Fiyat,61000.0,0,0,0,0, Küçükçekmece,Halkalı Merkez Mahallesi
90,105,3.0,13,1,5.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,12000.0,0,0,0,0, Esenyurt,Selahaddin Eyyubi Mahallesi
80,85,3.0,7,0,5.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,2,0,Genel Fiyat,12000.0,0,0,0,0, Esenyurt,Yunus Emre Mahallesi
129,150,4.0,3,2,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,2,0,Genel Fiyat,31000.0,0,0,0,0, Beylikdüzü,Gürpınar Mahallesi
96,115,3.0,25,5,7.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,33000.0,1,0,0,0, Güngören,Abdurrahman Nafiz Gürman Mahallesi
54,64,2.0,25,0,4.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,25000.0,0,0,0,0, Maltepe,Çınar Mahallesi
120,135,3.0,25,0,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,25000.0,0,0,0,0, Beşiktaş,Sinanpaşa Mahallesi
110,125,4.0,25,-2,4.0,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,1,0,Genel Fiyat,15000.0,0,0,0,0, Silivri,Piri Mehmet Paşa Mahallesi
28,30,2.0,25,-1,3.0,Klimalı,Boş,Arsa Tapulu,Hayır,1,0,Genel Fiyat,17000.0,0,0,0,0, Beyoğlu,Sururi Mehmet Efendi Mahallesi
100,105,3.0,25,3,5.0,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,1,1,Genel Fiyat,18000.0,0,0,0,0, Bahçelievler,Şirinevler Mahallesi
90,95,3.0,25,2,5.0,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,1,1,Genel Fiyat,25000.0,1,0,0,0, Bahçelievler,Zafer Mahallesi
90,95,3.0,25,2,3.0,Kombi Doğalgaz,Boş,Hisseli Tapu,Hayır,1,1,Genel Fiyat,26000.0,0,0,0,0, Sarıyer,Yeniköy Mahallesi
130,142,4.0,13,5,5.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,30000.0,0,0,0,0, Kartal,Topselvi Mahallesi
110,130,4.0,25,5,6.0,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,47000.0,1,0,0,0, Kadıköy,Göztepe Mahallesi
75,90,3.0,25,1,5.0,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,34500.0,0,0,0,0, Kadıköy,Merdivenköy Mahallesi
90,100,3.0,25,0,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,16000.0,0,0,0,0, Fatih,Topkapı Mahallesi
100,110,4.0,25,3,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,21000.0,0,0,0,0, Fatih,Topkapı Mahallesi
75,80,3.0,25,0,3.0,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Kooperatiften Tapu,Hayır,1,0,Genel Fiyat,17000.0,0,0,0,0, Sultangazi,50. Yıl Mahallesi
68,100,2.0,13,3,9.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,25000.0,0,0,0,0, Esenyurt,Aşık Veysel Mahallesi
90,100,4.0,25,2,4.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,26000.0,0,0,0,0, Üsküdar,Valide
65,75,2.0,7,0,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,18000.0,0,0,0,0, Beylikdüzü,Gürpınar Mahallesi
50,60,3.0,0,2,4.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,1,Genel Fiyat,39000.0,0,0,0,0, Bakırköy,Yenimahalle Mahallesi
50,60,3.0,0,2,4.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,1,Genel Fiyat,39000.0,0,0,0,0, Bakırköy,Yenimahalle Mahallesi
40,45,1.0,25,1,5.0,Kat Kaloriferi,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,18000.0,0,0,0,0, Beşiktaş,Mecidiye Mahallesi
35,45,1.0,25,3,3.0,Elektrikli Radyatör,Mülk Sahibi Oturuyor,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,15000.0,0,0,0,0, Fatih,Koca Mustafapaşa Mahallesi
50,68,2.0,13,4,15.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,28000.0,0,0,0,0, Ümraniye,Esenşehir Mahallesi
105,115,4.0,17,1,9.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,25500.0,1,0,0,0, Pendik,Yenişehir Mahallesi
45,55,2.0,7,0,4.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,1,Genel Fiyat,12500.0,0,0,0,0, Esenyurt,Balıkyolu Mahallesi
100,115,4.0,7,1,5.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,42500.0,0,0,0,0, Üsküdar,Ünalan Mahallesi
60,70,2.0,7,0,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,13250.0,0,0,0,0, Arnavutköy,Arnavutköy Merkez Mahallesi
100,120,4.0,0,0,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,18500.0,0,0,0,0, Sultanbeyli,Orhangazi Mahallesi
89,100,3.0,25,2,3.0,Kombi Doğalgaz,Boş,Arsa Tapulu,Hayır,1,1,Genel Fiyat,23000.0,0,0,0,0, Beykoz,Tokatköy Mahallesi
75,90,3.0,25,3,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,20000.0,0,0,0,0, Fatih,Atikali Mahallesi
160,200,5.0,1,0,7.0,Yerden Isıtma,Boş,Kat Mülkiyeti,Evet,3,0,Genel Fiyat,95000.0,0,0,0,0, Üsküdar,Bahçelievler Mahallesi
105,115,3.0,25,2,4.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,21500.0,0,0,0,0, Sultangazi,Uğur Mumcu Mahallesi
68,80,2.0,7,-4,7.0,Kombi Doğalgaz,Boş,Kooperatiften Tapu,Hayır,1,0,Genel Fiyat,53000.0,1,0,0,0, Kadıköy,Fenerbahçe Mahallesi
32,48,1.0,13,1,30.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,26000.0,1,0,0,0, Ataşehir,Küçükbakkalköy Mahallesi
78,120,3.0,0,18,21.0,Merkezi (Pay Ölçer),Boş,Kat İrtifakı,Evet,2,0,Genel Fiyat,32000.0,0,0,0,0, Kartal,Hürriyet Mahallesi
84,118,4.0,13,13,13.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,29500.0,0,0,0,0, Kartal,Hürriyet Mahallesi
65,75,3.0,25,5,4.0,Kombi Doğalgaz,Boş,Bilinmiyor,Hayır,1,0,Genel Fiyat,27500.0,0,0,0,1, Bakırköy,Osmaniye Mahallesi
50,60,2.0,25,0,3.0,Kombi Doğalgaz,Boş,Bilinmiyor,Hayır,1,0,Genel Fiyat,26000.0,1,0,0,0, Üsküdar,Cumhuriyet Mahallesi
52,60,3.0,25,-1,5.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,27500.0,0,0,0,0, Şişli,Teşvikiye Mahallesi
65,89,2.0,7,12,20.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,37000.0,1,0,0,0, Gaziosmanpaşa,Karadeniz Mahallesi
90,100,3.0,13,5,9.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,20000.0,0,0,0,0, Esenyurt,Orhan Gazi Mahallesi
65,70,2.0,7,0,10.0,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,1,0,Genel Fiyat,28000.0,1,0,0,0, Sarıyer,Ayazağa Mahallesi
76,100,3.0,7,7,10.0,Kombi Doğalgaz,Boş,Kooperatiften Tapu,Evet,1,0,Genel Fiyat,41000.0,0,0,0,0, Sarıyer,Ayazağa Mahallesi
70,90,3.0,1,5,15.0,Merkezi (Pay Ölçer),Boş,Tapu Kaydı Yok,Evet,1,0,Genel Fiyat,50000.0,1,0,0,0, Maltepe,Zümrütevler Mahallesi
57,72,2.0,7,1,10.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,38000.0,0,0,0,0, Sarıyer,Ayazağa Mahallesi
50,70,2.0,7,29,30.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,65000.0,1,0,0,0, Sarıyer,Huzur Mahallesi
100,110,3.0,17,0,6.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Evet,1,0,Genel Fiyat,40000.0,1,0,0,0, Sarıyer,Ayazağa Mahallesi
55,74,6.0,7,8,30.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,56500.0,1,0,0,0, Kartal,Kordonboyu Mahallesi
87,137,2.0,3,4,15.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,67000.0,1,0,0,0, Kağıthane,Merkez Mahallesi
87,147,3.0,3,1,15.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,66500.0,1,0,0,0, Kağıthane,Merkez Mahallesi
45,65,2.0,4,9,12.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,23000.0,0,0,0,0, Sancaktepe,Akpınar Mahallesi
100,130,4.0,7,1,12.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,59500.0,1,0,0,0, Kağıthane,Hamidiye Mahallesi
45,58,2.0,2,6,20.0,Merkezi (Pay Ölçer),Boş,Kat İrtifakı,Evet,1,0,Genel Fiyat,32000.0,1,0,0,0, Kağıthane,Talatpaşa Mahallesi
48,90,2.0,4,18,30.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,55000.0,1,0,0,0, Ataşehir,Atatürk Mahallesi
50,75,2.0,7,7,10.0,Merkezi (Pay Ölçer),Boş,Kat İrtifakı,Hayır,2,0,Genel Fiyat,33000.0,1,0,0,0, Kağıthane,Hamidiye Mahallesi
47,54,3.0,2,1,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,54000.0,1,0,0,0, Beşiktaş,Balmumcu Mahallesi
75,80,3.0,17,0,5.0,Kombi Doğalgaz,Boş,Kooperatiften Tapu,Hayır,1,1,Genel Fiyat,20000.0,1,0,0,0, Ümraniye,Çamlık Mahallesi
100,110,4.0,25,0,3.0,Sobalı,Boş,Arsa Tapulu,Hayır,1,0,Genel Fiyat,13000.0,0,0,0,0, Pendik,Sülüntepe Mahallesi
90,95,3.0,7,2,3.0,Kombi Doğalgaz,Boş,Yabancıdan,Hayır,2,1,Genel Fiyat,20000.0,0,0,0,0, Beylikdüzü,Sahil Mahallesi
113,140,4.0,2,1,10.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,2,0,Genel Fiyat,46000.0,0,0,0,0, Pendik,Fevzi Çakmak Mahallesi
110,141,4.0,13,11,13.0,Yerden Isıtma,Boş,Kat Mülkiyeti,Evet,2,0,Genel Fiyat,50000.0,0,0,0,0, Küçükçekmece,Atakent Mahallesi
65,80,3.0,0,2,6.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,1,Genel Fiyat,50000.0,0,0,0,0, Beşiktaş,Dikilitaş Mahallesi
95,100,4.0,4,1,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,0,Genel Fiyat,35000.0,1,0,0,0, Kağıthane,Gültepe Mahallesi
80,90,3.0,25,5,5.0,Doğalgaz Sobalı,Boş,Bilinmiyor,Hayır,1,0,Genel Fiyat,13000.0,0,0,0,0, Bağcılar,Kirazlı Mahallesi
75,85,3.0,7,0,4.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,13500.0,0,0,0,0, Esenyurt,Mehmet Akif Ersoy Mahallesi
75,90,3.0,7,0,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,62000.0,0,0,0,0, Kadıköy,Göztepe Mahallesi
120,130,4.0,25,4,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,40000.0,0,0,0,0, Şişli,Gülbahar Mahallesi
90,95,3.0,25,2,3.0,Kombi Doğalgaz,Boş,Kooperatiften Tapu,Hayır,1,0,Genel Fiyat,27000.0,0,0,0,0, Şişli,Mecidiyeköy Mahallesi
55,70,2.0,7,5,10.0,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,22500.0,0,0,0,0, Pendik,Velibaba Mahallesi
135,140,4.0,25,3,4.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,32000.0,0,0,0,0, Ataşehir,İnönü Mahallesi
90,95,2.0,25,5,5.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,18000.0,0,0,0,0, Güngören,Güven Mahallesi
150,160,5.0,1,5,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,50000.0,0,0,0,0, Güngören,Akıncılar Mahallesi
80,85,3.0,7,0,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,13000.0,0,0,0,0, Esenyurt,Selahaddin Eyyubi Mahallesi
105,130,4.0,0,6,9.0,Yerden Isıtma,Boş,Kat İrtifakı,Evet,1,0,Genel Fiyat,35000.0,0,0,0,0, Tuzla,Postane Mahallesi
74,104,3.0,0,8,11.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Evet,1,0,Genel Fiyat,27000.0,0,0,0,0, Tuzla,Yayla Mahallesi
80,100,3.0,0,4,4.0,Yerden Isıtma,Boş,Kat İrtifakı,Hayır,2,0,Genel Fiyat,40000.0,0,0,0,0, Maltepe,Bağlarbaşı Mahallesi
85,90,3.5,25,5,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,1,Genel Fiyat,35000.0,1,0,0,0, Üsküdar,Valide
120,130,4.0,17,4,6.0,Kombi Doğalgaz,Boş,Kooperatiften Tapu,Hayır,1,0,Genel Fiyat,40000.0,0,0,0,0, Beykoz,Kavacık Mahallesi
95,110,3.0,25,3,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,29000.0,1,0,0,0, Kartal,Karlıktepe Mahallesi
90,94,3.0,7,0,6.0,Merkezi (Pay Ölçer),Boş,Kooperatiften Tapu,Hayır,1,0,Genel Fiyat,25000.0,0,0,0,0, Sultangazi,Sultançiftliği Mahallesi
47,58,2.0,0,5,5.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,24000.0,0,0,0,0, Bahçelievler,Zafer Mahallesi
80,95,3.0,7,1,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,35000.0,0,0,0,0, Bahçelievler,Çobançeşme Mahallesi
115,130,4.0,25,0,5.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,27500.0,0,0,0,0, Bahçelievler,Fevzi Çakmak Mahallesi
70,80,2.0,25,0,4.0,Kombi Doğalgaz,Boş,Hisseli Tapu,Hayır,1,0,Genel Fiyat,17000.0,1,0,0,0, Bahçelievler,Hürriyet Mahallesi
65,70,3.0,25,-1,3.0,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,20000.0,0,0,0,0, Fatih,Sümbül Efendi Mahallesi
95,125,4.0,25,2,6.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,55000.0,0,0,0,0, Kadıköy,Feneryolu Mahallesi
48,63,2.0,13,7,16.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,30000.0,0,0,0,0, Bahçelievler,Yenibosna Merkez Mahallesi
75,86,3.0,4,1,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,25000.0,0,0,0,0, Sancaktepe,Fatih Mahallesi
95,98,3.0,7,3,10.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,14000.0,0,0,0,0, Esenyurt,Talatpaşa Mahallesi
150,160,3.0,7,12,15.0,Kombi Doğalgaz,Boş,Yabancıdan,Evet,2,0,Genel Fiyat,27500.0,1,0,0,0, Beylikdüzü,Adnan Kahveci Mahallesi
80,90,3.0,25,-2,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,17000.0,0,0,0,0, Bağcılar,İnönü Mahallesi
76,89,3.0,0,2,7.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,2,0,Genel Fiyat,21000.0,0,0,0,0, Sultanbeyli,Akşemsettin Mahallesi
135,150,4.0,25,3,5.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Evet,1,0,Genel Fiyat,23000.0,0,0,0,0, Pendik,Velibaba Mahallesi
28,42,1.0,7,7,10.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,10000.0,1,0,0,0, Esenyurt,Zafer Mahallesi
60,75,2.0,7,10,15.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,17000.0,1,0,0,0, Esenyurt,Zafer Mahallesi
150,175,4.0,25,4,15.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,1,Genel Fiyat,35000.0,0,0,0,0, Beylikdüzü,Adnan Kahveci Mahallesi
80,100,3.0,4,4,4.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,2,0,Genel Fiyat,35000.0,0,0,0,0, Ataşehir,Esatpaşa Mahallesi
78,113,2.0,13,3,10.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,45000.0,0,0,0,0, Maltepe,Zümrütevler Mahallesi
52,64,2.0,7,7,9.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,37000.0,1,0,0,0, Pendik,Yenişehir Mahallesi
95,105,3.0,4,2,10.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,22000.0,0,0,0,0, Sancaktepe,Osmangazi Mahallesi
108,170,4.0,1,12,18.0,Merkezi (Pay Ölçer),Boş,Tapu Kaydı Yok,Evet,2,0,Genel Fiyat,59900.0,0,0,0,0, Maltepe,Zümrütevler Mahallesi
110,130,4.0,25,4,9.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Evet,1,0,Genel Fiyat,22000.0,0,0,0,0, Pendik,Yenişehir Mahallesi
91,123,3.0,13,2,15.0,Merkezi (Pay Ölçer),Mülk Sahibi Oturuyor,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,46000.0,0,0,0,0, Maltepe,Zümrütevler Mahallesi
88,110,3.0,13,2,5.0,Kombi Doğalgaz,Kiracı Oturuyor,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,53000.0,0,0,0,0, Maltepe,Başıbüyük Mahallesi
98,110,3.0,13,2,5.0,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,0,Genel Fiyat,24000.0,0,0,0,0, Gaziosmanpaşa,Karadeniz Mahallesi
60,70,2.0,1,2,13.0,Merkezi (Pay Ölçer),Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,27000.0,0,0,0,0, Maltepe,Zümrütevler Mahallesi
55,88,3.0,0,3,7.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,31000.0,0,0,0,0, Pendik,Kurtköy Mahallesi
58,65,2.0,25,3,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,16000.0,0,0,0,0, Fatih,Koca Mustafapaşa Mahallesi
110,130,4.0,25,2,5.0,Kombi Doğalgaz,Kiracı Oturuyor,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,30000.0,0,0,0,0, Pendik,Bahçelievler Mahallesi
55,68,2.0,7,5,7.0,Merkezi (Pay Ölçer),Kiracı Oturuyor,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,25000.0,0,0,0,0, Sultanbeyli,Adil Mahallesi
110,130,5.0,7,5,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,30000.0,0,0,0,0, Sancaktepe,Eyüp Sultan Mahallesi
90,100,3.0,3,0,26.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Hayır,2,0,Genel Fiyat,45000.0,0,0,0,0, Kartal,Kordonboyu Mahallesi
95,105,3.0,25,5,5.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,16000.0,0,0,0,1, Sultangazi,50. Yıl Mahallesi
60,65,3.0,13,-1,3.0,Kombi Doğalgaz,Boş,Müstakil Tapulu,Hayır,1,0,Genel Fiyat,26000.0,1,0,0,0, Şile,Çavuş Mahallesi
78,85,3.0,25,4,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,17000.0,0,0,0,0, Büyükçekmece,Atatürk Mahallesi
70,75,3.0,25,0,3.0,Kombi Doğalgaz,Boş,Hisseli Tapu,Hayır,1,0,Genel Fiyat,13000.0,0,0,0,0, Küçükçekmece,Tevfik Bey Mahallesi
54,69,2.0,7,4,30.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,25000.0,0,0,0,0, Küçükçekmece,Atakent Mahallesi
30,35,1.0,7,3,4.0,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,22000.0,1,0,0,0, Ataşehir,İnönü Mahallesi
95,100,4.0,7,2,3.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,0,Genel Fiyat,36500.0,1,0,0,0, Ataşehir,Kayışdağı Mahallesi
65,70,2.0,7,-1,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,14500.0,0,0,0,0, Eyüpsultan,Esentepe Mahallesi
29,34,1.0,7,2,4.0,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,21000.0,1,0,0,0, Ataşehir,Kayışdağı Mahallesi
85,90,3.0,25,5,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,25500.0,0,0,0,0, Eyüpsultan,Düğmeciler Mahallesi
33,39,1.0,7,0,4.0,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,17500.0,1,0,0,0, Ataşehir,Kayışdağı Mahallesi
85,95,3.0,0,2,3.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,20000.0,0,0,0,0, Arnavutköy,İslambey Mahallesi
90,120,3.0,25,0,4.0,Kombi Doğalgaz,Kiracı Oturuyor,Kat İrtifakı,Evet,1,0,Genel Fiyat,26000.0,1,0,0,0, Tuzla,İstasyon Mahallesi
85,115,3.5,7,30,30.0,Merkezi (Pay Ölçer),Mülk Sahibi Oturuyor,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,49000.0,1,0,0,0, Ataşehir,Atatürk Mahallesi
73,83,2.5,7,24,30.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,45000.0,0,0,0,0, Ataşehir,Küçükbakkalköy Mahallesi
62,85,3.0,7,1,10.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,27500.0,0,0,0,0, Pendik,Güllü Bağlar Mahallesi
50,65,2.0,4,30,30.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,39000.0,1,0,0,0, Ümraniye,Finanskent Mahallesi
