Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Tapu Durumu,Site İçerisinde,Banyo Sayısı,Balkon Durumu,Fiyat Durumu,Price,Eşya Durumu,Müstakil mi,Dublex mi,Çatı katı mı,İlçe,Mahalle
90,95,3.0,25,0,5.0,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,1,0,Genel Fiyat,15000.0,0,0,0,0, Sultangazi,50. Yıl Mahallesi
80,100,3.0,7,5,9.0,Merkezi (Pay Ölçer),Boş,Bilinmiyor,Hayır,1,0,Genel Fiyat,60000.0,0,0,0,0, Maltepe,Altayçeşme Mahallesi
80,95,3.0,17,3,11.0,Kombi Doğalgaz,Kiracı Oturuyor,Bilinmiyor,Hayır,1,0,Genel Fiyat,67500.0,0,0,0,0, Kadıköy,Fenerbahçe Mahallesi
120,135,4.0,7,3,4.0,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Kooperatiften Tapu,Hayır,2,1,Genel Fiyat,25000.0,0,0,0,0, Üsküdar,Murat Reis Mahallesi
65,90,3.0,0,6,11.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,40000.0,0,0,0,0, Kartal,Karlıktepe Mahallesi
93,105,3.0,25,2,5.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,1,Genel Fiyat,35000.0,0,0,0,0, Şişli,Meşrutiyet Mahallesi
120,130,4.0,7,3,4.0,Kombi Doğalgaz,Boş,Kooperatiften Tapu,Hayır,1,1,Genel Fiyat,22000.0,0,0,0,0, Eyüpsultan,Akşemsettin Mahallesi
70,75,3.0,25,-1,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,1,Genel Fiyat,35000.0,0,0,0,0, Beşiktaş,Gayrettepe Mahallesi
70,90,3.0,25,1,4.0,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,1,0,Genel Fiyat,22000.0,0,0,0,0, Kağıthane,Gültepe Mahallesi
90,100,3.0,7,0,5.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,11000.0,0,0,0,0, Esenyurt,Balıkyolu Mahallesi
75,120,2.0,7,0,26.0,Merkezi (Pay Ölçer),Boş,Tapu Kaydı Yok,Evet,2,0,Genel Fiyat,50000.0,1,0,0,0, Gaziosmanpaşa,Karadeniz Mahallesi
62,92,2.0,7,23,24.0,Merkezi (Pay Ölçer),Kiracı Oturuyor,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,38000.0,1,0,0,0, Gaziosmanpaşa,Karadeniz Mahallesi
90,105,3.0,25,3,7.0,Kombi Doğalgaz,Kiracı Oturuyor,Kat Mülkiyeti,Hayır,1,1,Genel Fiyat,26000.0,0,0,0,0, Şişli,Fulya Mahallesi
70,80,1.0,7,3,14.0,Merkezi (Pay Ölçer),Boş,Tapu Kaydı Yok,Evet,1,0,Genel Fiyat,8000.0,0,0,0,0, Esenyurt,Pınar Mahallesi
80,90,3.0,25,2,3.0,Kombi Doğalgaz,Boş,Bilinmiyor,Hayır,1,0,Genel Fiyat,14500.0,0,0,0,0, Büyükçekmece,Ulus Mahallesi
80,90,3.0,25,3,3.0,Kombi Doğalgaz,Boş,Bilinmiyor,Hayır,1,0,Genel Fiyat,13500.0,0,0,0,0, Büyükçekmece,Ulus Mahallesi
85,90,3.0,25,4,5.0,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,1,1,Genel Fiyat,23000.0,0,0,0,0, Bahçelievler,Şirinevler Mahallesi
105,120,4.0,17,5,12.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Evet,1,0,Genel Fiyat,42000.0,0,0,0,0, Kağıthane,Nurtepe Mahallesi
130,140,4.0,17,8,13.0,Kombi Doğalgaz,Boş,Bilinmiyor,Hayır,2,0,Genel Fiyat,26000.0,0,0,0,0, Esenyurt,Cumhuriyet Mahallesi
77,85,3.0,17,3,4.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,24000.0,0,0,0,0, Gaziosmanpaşa,Merkez Mahallesi
180,215,6.0,7,5,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,1,Genel Fiyat,30000.0,0,0,0,0, Gaziosmanpaşa,Bağlarbaşı Mahallesi
75,85,3.0,25,0,3.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,1,Genel Fiyat,18500.0,0,0,0,0, Fatih,Sümbül Efendi Mahallesi
80,85,3.0,25,0,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,21000.0,0,0,0,0, Eyüpsultan,Silahtarağa Mahallesi
55,65,2.0,25,3,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,16000.0,1,0,0,0, Avcılar,Merkez Mahallesi
80,85,3.0,13,2,4.0,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,1,1,Genel Fiyat,25000.0,0,0,0,0, Sultangazi,Uğur Mumcu Mahallesi
85,90,3.0,13,0,3.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,1,Birim Fiyat,13000.0,0,0,0,0, Esenyurt,Yeşilkent Mahallesi
100,120,4.0,25,0,6.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Evet,1,1,Genel Fiyat,16000.0,0,0,0,0, Esenyurt,Yeşilkent Mahallesi
52,65,2.0,0,10,20.0,Yerden Isıtma,Boş,Tapu Kaydı Yok,Hayır,1,1,Genel Fiyat,38000.0,0,0,0,0, Kadıköy,Merdivenköy Mahallesi
135,145,4.0,7,3,5.0,Kombi Doğalgaz,Boş,Kooperatiften Tapu,Hayır,1,1,Genel Fiyat,27000.0,0,0,0,0, Üsküdar,Selami Ali Mahallesi
119,120,4.0,25,2,4.0,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,1,1,Genel Fiyat,19500.0,0,0,0,0, Sultangazi,İsmetpaşa Mahallesi
60,80,2.0,3,19,19.0,Merkezi (Pay Ölçer),Boş,Tapu Kaydı Yok,Evet,1,0,Genel Fiyat,28000.0,1,0,0,0, Bağcılar,Mahmutbey Mahallesi
50,60,2.0,7,3,11.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,29500.0,0,0,0,0, Sancaktepe,Emek Mahallesi
70,80,3.0,25,0,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,18500.0,0,0,0,0, Eyüpsultan,Akşemsettin Mahallesi
229,270,6.0,25,3,25.0,Kombi Doğalgaz,Kiracı Oturuyor,Bilinmiyor,Hayır,0,0,Genel Fiyat,40000.0,0,0,0,0, Küçükçekmece,Cumhuriyet Mahallesi
115,135,4.0,25,1,7.0,Kombi Doğalgaz,Boş,Bilinmiyor,Hayır,1,0,Genel Fiyat,30000.0,0,0,0,0, Kartal,Atalar Mahallesi
115,130,4.0,0,5,6.0,Yerden Isıtma,Boş,Kat Mülkiyeti,Evet,2,0,Genel Fiyat,85000.0,0,0,0,0, Üsküdar,Çengelköy Mahallesi
50,60,2.0,7,5,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,23000.0,1,0,0,0, Kağıthane,Merkez Mahallesi
70,80,2.0,25,5,5.0,Kombi Doğalgaz,Boş,Bilinmiyor,Hayır,1,0,Genel Fiyat,23000.0,0,0,0,1, Üsküdar,Zeynep Kamil Mahallesi
92,127,3.0,0,15,25.0,Merkezi (Pay Ölçer),Boş,Kat İrtifakı,Evet,2,0,Genel Fiyat,35000.0,0,0,0,0, Büyükçekmece,Çakmaklı Mahallesi
130,150,4.0,13,2,7.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,2,0,Genel Fiyat,40000.0,0,0,0,0, Ümraniye,Necip Fazıl Mahallesi
80,117,3.0,0,0,11.0,Merkezi (Pay Ölçer),Boş,Kat İrtifakı,Evet,2,0,Genel Fiyat,37000.0,0,0,0,0, Tuzla,Yayla Mahallesi
70,80,3.0,7,0,4.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,17500.0,0,0,0,0, Beylikdüzü,Yakuplu Mahallesi
80,90,4.0,13,0,3.0,Kombi Doğalgaz,Kiracı Oturuyor,Arsa Tapulu,Hayır,2,0,Genel Fiyat,21000.0,0,0,0,0, Ataşehir,İnönü Mahallesi
40,45,2.0,7,0,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,20000.0,1,0,0,0, Ataşehir,İnönü Mahallesi
70,85,3.0,7,13,14.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,16000.0,0,0,0,0, Silivri,Yeni Mahallesi
70,82,3.0,0,4,7.0,Merkezi (Pay Ölçer),Boş,Kat İrtifakı,Evet,1,0,Genel Fiyat,30000.0,0,0,0,0, Tuzla,Yayla Mahallesi
55,78,2.0,7,2,17.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,25000.0,0,0,0,0, Küçükçekmece,Atakent Mahallesi
76,82,2.0,17,2,17.0,Merkezi Doğalgaz,Boş,Bilinmiyor,Hayır,1,0,Genel Fiyat,38000.0,0,0,0,0, Bahçelievler,Çobançeşme Mahallesi
70,75,3.0,7,2,7.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,32500.0,0,0,0,0, Kağıthane,Gürsel Mahallesi
110,125,4.0,25,3,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,27500.0,0,0,0,0, Fatih,Ali Kuşçu Mahallesi
60,78,2.0,7,1,9.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,24000.0,1,0,0,0, Pendik,Yenişehir Mahallesi
72,82,3.0,0,2,5.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,2,0,Genel Fiyat,20000.0,0,0,0,0, Sultanbeyli,Akşemsettin Mahallesi
60,70,2.0,25,1,3.0,Kombi Doğalgaz,Boş,Arsa Tapulu,Hayır,1,0,Genel Fiyat,25000.0,1,0,0,0, Kağıthane,Emniyet Evleri Mahallesi
110,130,4.0,25,4,4.0,Kombi Doğalgaz,Boş,Arsa Tapulu,Hayır,1,0,Genel Fiyat,25000.0,1,0,0,0, Kağıthane,Emniyet Evleri Mahallesi
180,200,6.0,25,4,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,0,Genel Fiyat,45000.0,1,0,0,0, Fatih,Seyyid Ömer Mahallesi
75,85,3.0,4,5,6.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,17000.0,0,0,0,0, Esenyurt,Orhan Gazi Mahallesi
65,75,2.0,25,-1,5.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,33000.0,0,0,0,0, Bakırköy,Ataköy 7
150,180,6.0,7,4,5.0,Kombi Doğalgaz,Boş,Bilinmiyor,Hayır,2,0,Genel Fiyat,95000.0,0,0,0,0, Maltepe,Altıntepe Mahallesi
90,110,4.0,2,4,4.0,Kombi Doğalgaz,Boş,Bilinmiyor,Hayır,1,0,Genel Fiyat,60000.0,0,0,0,0, Maltepe,Altıntepe Mahallesi
80,100,3.0,1,4,4.0,Kombi Doğalgaz,Boş,Bilinmiyor,Hayır,1,0,Genel Fiyat,50000.0,0,0,0,0, Maltepe,Altıntepe Mahallesi
60,70,3.0,7,0,5.0,Kombi Doğalgaz,Boş,Bilinmiyor,Hayır,1,0,Genel Fiyat,20000.0,0,0,0,0, Ümraniye,Esenkent Mahallesi
105,120,4.0,13,1,3.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,35000.0,0,0,0,0, Pendik,Esenler Mahallesi
75,95,3.0,25,2,7.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,2,0,Genel Fiyat,25000.0,0,0,0,0, Pendik,Bahçelievler Mahallesi
85,90,3.0,25,1,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,45000.0,0,0,0,0, Beşiktaş,Yıldız Mahallesi
150,160,4.0,25,3,3.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,0,Genel Fiyat,53000.0,0,0,0,0, Beşiktaş,Cihannüma Mahallesi
85,95,3.0,25,2,4.0,Kombi Doğalgaz,Boş,Hisseli Tapu,Hayır,1,1,Genel Fiyat,17000.0,0,0,0,0, Bağcılar,Kirazlı Mahallesi
80,90,3.0,0,2,5.0,Kombi Doğalgaz,Boş,Bilinmiyor,Hayır,1,0,Genel Fiyat,65000.0,0,0,0,0, Bakırköy,Zuhuratbaba Mahallesi
50,65,2.0,7,0,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,25000.0,0,0,0,0, Şişli,Mecidiyeköy Mahallesi
120,130,4.0,25,1,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,32000.0,0,0,0,0, Bakırköy,Kartaltepe Mahallesi
40,45,2.0,7,-1,3.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,19000.0,1,0,0,0, Şişli,Kuştepe Mahallesi
65,75,2.0,13,14,14.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,11000.0,0,0,0,0, Esenyurt,Fatih Mahallesi
25,40,1.0,2,5,6.0,Kombi Doğalgaz,Kiracı Oturuyor,Kat İrtifakı,Hayır,1,0,Genel Fiyat,20000.0,1,0,0,0, Şişli,Fulya Mahallesi
90,100,3.0,25,4,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,38500.0,0,0,0,0, Üsküdar,Zeynep Kamil Mahallesi
90,100,3.0,25,4,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,38500.0,0,0,0,0, Üsküdar,Zeynep Kamil Mahallesi
80,105,3.0,17,3,5.0,Kombi Doğalgaz,Kiracı Oturuyor,Kat Mülkiyeti,Hayır,1,1,Genel Fiyat,40000.0,1,0,0,0, Ataşehir,İçerenköy Mahallesi
95,115,3.0,25,2,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,1,Genel Fiyat,27000.0,0,0,0,0, Fatih,Topkapı Mahallesi
110,130,3.0,25,2,3.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,10500.0,0,0,0,0, Esenyurt,İncirtepe Mahallesi
70,75,3.0,13,0,5.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,16500.0,0,0,0,0, Avcılar,Gümüşpala Mahallesi
85,90,3.0,25,0,5.0,Kombi Doğalgaz,Boş,Kooperatiften Tapu,Hayır,1,1,Genel Fiyat,18000.0,0,0,0,0, Sultangazi,Uğur Mumcu Mahallesi
110,120,4.0,25,3,4.0,Kombi Doğalgaz,Boş,Arsa Tapulu,Hayır,1,0,Genel Fiyat,20000.0,0,0,0,0, Sultanbeyli,Mehmet Akif Mahallesi
121,135,4.0,7,5,7.0,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Kooperatiften Tapu,Hayır,2,1,Genel Fiyat,25000.0,0,0,0,0, Pendik,Doğu Mahallesi
85,90,3.0,25,4,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,1,Genel Fiyat,40000.0,0,0,0,0, Kadıköy,Osmanağa Mahallesi
75,85,3.0,3,10,15.0,Merkezi (Pay Ölçer),Boş,Kat İrtifakı,Evet,1,0,Genel Fiyat,37000.0,0,0,0,0, Ümraniye,Tatlısu Mahallesi
70,85,3.0,0,3,5.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,32000.0,0,0,0,0, Ümraniye,Parseller Mahallesi
110,140,4.0,25,1,7.0,Merkezi Doğalgaz,Boş,Kat İrtifakı,Hayır,2,0,Genel Fiyat,68000.0,0,0,0,0, Beşiktaş,Etiler Mahallesi
90,120,3.0,17,3,3.0,Kombi Doğalgaz,Boş,Hisseli Tapu,Hayır,1,0,Genel Fiyat,26000.0,1,0,0,0, Sancaktepe,Emek Mahallesi
90,95,3.0,25,5,5.0,Kombi Doğalgaz,Boş,Arsa Tapulu,Hayır,1,0,Genel Fiyat,17000.0,0,0,0,0, Sultangazi,Sultançiftliği Mahallesi
44,68,2.0,7,7,8.0,Merkezi (Pay Ölçer),Boş,Bilinmiyor,Hayır,1,0,Genel Fiyat,25000.0,0,0,0,0, Sancaktepe,Emek Mahallesi
60,65,2.0,25,0,5.0,Kombi Doğalgaz,Boş,Yabancıdan,Hayır,1,0,Genel Fiyat,12000.0,0,0,0,0, Bahçelievler,Şirinevler Mahallesi
110,120,4.0,25,3,4.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,24000.0,0,0,0,0, Ataşehir,Kayışdağı Mahallesi
75,92,3.0,4,7,7.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,15000.0,0,0,0,0, Silivri,Mimar Sinan Mahallesi
72,81,3.0,0,1,3.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,2,0,Genel Fiyat,32000.0,0,0,0,0, Arnavutköy,Bolluca Mahallesi
60,70,2.0,4,2,4.0,Kombi Doğalgaz,Kiracı Oturuyor,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,33000.0,0,0,0,0, Eyüpsultan,Mithatpaşa Mahallesi
52,74,2.0,1,1,11.0,Yerden Isıtma,Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,35000.0,1,0,0,0, Küçükçekmece,Atakent Mahallesi
85,90,3.0,25,3,4.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,17000.0,0,0,0,0, Avcılar,Merkez Mahallesi
90,110,3.0,25,0,4.0,Kombi Doğalgaz,Boş,Hisseli Tapu,Hayır,1,0,Genel Fiyat,15000.0,0,0,0,0, Bahçelievler,Zafer Mahallesi
75,85,3.0,25,0,3.0,Kombi Doğalgaz,Boş,Bilinmiyor,Hayır,1,0,Genel Fiyat,19000.0,0,0,0,0, Eyüpsultan,Emniyettepe Mahallesi
80,90,3.0,0,1,4.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Evet,1,1,Genel Fiyat,21000.0,0,0,0,0, Arnavutköy,Anadolu Mahallesi
70,80,2.0,7,8,20.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,9000.0,0,0,0,0, Esenyurt,Necip Fazıl Kısakürek Mahallesi
110,130,4.0,17,8,12.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,1,Genel Fiyat,27000.0,0,0,0,0, Kartal,Uğur Mumcu Mahallesi
75,80,2.0,7,5,4.0,Kombi Doğalgaz,Boş,Yabancıdan,Evet,1,1,Genel Fiyat,25000.0,1,0,0,1, Beylikdüzü,Sahil Mahallesi
125,150,4.0,25,0,4.0,Kombi Doğalgaz,Boş,Müstakil Tapulu,Hayır,1,0,Genel Fiyat,21000.0,0,0,0,0, Tuzla,Şifa Mahallesi
80,85,3.0,13,2,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,33000.0,0,0,0,0, Üsküdar,Sultantepe Mahallesi
90,100,3.0,17,0,5.0,Kombi Doğalgaz,Boş,Kooperatiften Tapu,Hayır,1,1,Genel Fiyat,17000.0,0,0,0,0, Sultangazi,Cebeci Mahallesi
60,75,2.0,13,4,9.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,25000.0,1,0,0,0, Pendik,Harmandere Mahallesi
45,60,2.0,7,6,9.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,28000.0,0,0,0,0, Ümraniye,Tatlısu Mahallesi
140,150,4.0,25,1,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,25000.0,0,0,0,0, Büyükçekmece,Murat Çeşme Mahallesi
60,65,3.0,25,4,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,26000.0,1,0,0,0, Üsküdar,Murat Reis Mahallesi
70,80,2.0,7,4,18.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,1,Genel Fiyat,15500.0,1,0,0,0, Esenyurt,Yeşilkent Mahallesi
110,120,3.0,25,0,6.0,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,1,0,Genel Fiyat,12000.0,0,0,0,0, Beykoz,Kavacık Mahallesi
170,200,5.0,7,4,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,3,1,Genel Fiyat,40000.0,0,0,0,1, Avcılar,Cihangir Mahallesi
95,125,4.0,7,5,9.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,0,Genel Fiyat,45000.0,0,0,0,0, Pendik,Yeni Mahallesi
120,155,4.0,4,0,12.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,2,0,Genel Fiyat,47500.0,0,0,0,0, Başakşehir,Bahçeşehir 2. Kısım Mahallesi
125,145,4.0,13,0,5.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Hayır,2,0,Genel Fiyat,42000.0,0,0,0,0, Kağıthane,Emniyet Evleri Mahallesi
155,180,4.0,7,13,13.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,0,Genel Fiyat,52500.0,0,0,0,0, Küçükçekmece,Fatih Mahallesi
76,85,3.0,0,1,5.0,Kat Kaloriferi,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,28000.0,0,0,0,0, Kartal,Çavuşoğlu Mahallesi
55,60,2.0,25,1,4.0,Doğalgaz Sobalı,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,22000.0,1,0,0,0, Üsküdar,Ahmediye Mahallesi
45,50,2.0,25,0,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,1,Genel Fiyat,11000.0,0,0,0,0, Fatih,Cibali Mahallesi
75,80,2.0,7,5,6.0,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,68000.0,0,0,0,0, Kadıköy,19 Mayıs Mahallesi
120,130,4.0,7,3,10.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,2,0,Genel Fiyat,32000.0,0,0,0,0, Çekmeköy,Taşdelen Mahallesi
70,75,3.0,7,0,14.0,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,50000.0,0,0,0,0, Kadıköy,Bostancı Mahallesi
70,75,3.0,7,4,5.0,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,1,1,Genel Fiyat,14000.0,0,0,0,1, Esenyurt,Piri Reis Mahallesi
60,65,3.0,25,0,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,14500.0,0,0,0,0, Fatih,Silivrikapı Mahallesi
70,80,3.0,25,0,4.0,Kombi Doğalgaz,Boş,Hisseli Tapu,Hayır,1,0,Genel Fiyat,22000.0,0,0,0,0, Sarıyer,Yeniköy Mahallesi
145,150,4.0,7,1,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,1,Genel Fiyat,33000.0,0,0,0,0, Bahçelievler,Kocasinan Merkez Mahallesi
100,110,3.0,7,3,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,18000.0,0,0,0,0, Esenyurt,Güzelyurt Mahallesi
90,100,3.0,25,5,5.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,25000.0,0,0,0,0, Güngören,Mareşal Çakmak Mahallesi
170,190,5.0,4,4,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,50000.0,0,0,0,0, Küçükçekmece,Cennet Mahallesi
47,55,2.0,25,6,6.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,41500.0,1,0,0,0, Kadıköy,Caferağa Mahallesi
60,70,3.0,13,0,4.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,2,0,Genel Fiyat,20000.0,0,0,0,0, Çekmeköy,Soğukpınar Mahallesi
72,85,3.0,13,5,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,20000.0,0,0,0,1, Çekmeköy,Mehmet Akif Mahallesi
105,120,2.0,17,4,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,20000.0,0,0,0,0, Pendik,Güzelyalı Mahallesi
130,150,5.0,25,1,5.0,Merkezi Doğalgaz,Boş,Bilinmiyor,Hayır,1,0,Genel Fiyat,60000.0,0,0,0,0, Kadıköy,Bostancı Mahallesi
100,115,4.0,25,5,9.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Evet,1,0,Genel Fiyat,25000.0,0,0,0,0, Ümraniye,Tatlısu Mahallesi
170,190,4.0,13,8,8.0,Merkezi (Pay Ölçer),Mülk Sahibi Oturuyor,Kat Mülkiyeti,Evet,2,0,Genel Fiyat,55000.0,0,0,0,0, Beylikdüzü,Cumhuriyet Mahallesi
110,120,3.0,17,2,3.0,Kombi Doğalgaz,Boş,Hisseli Tapu,Hayır,1,0,Genel Fiyat,25000.0,0,0,0,0, Beykoz,Kavacık Mahallesi
80,85,3.0,13,6,12.0,Kombi Doğalgaz,Boş,Yabancıdan,Evet,1,0,Genel Fiyat,26000.0,0,0,0,0, Beylikdüzü,Barış Mahallesi
85,100,3.0,25,3,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,40000.0,0,0,0,0, Şişli,Teşvikiye Mahallesi
140,150,4.0,25,1,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,30000.0,0,0,0,0, Avcılar,Denizköşkler Mahallesi
60,77,2.0,7,12,12.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Evet,1,0,Genel Fiyat,15000.0,1,0,0,0, Esenyurt,Barbaros Hayrettin Paşa Mahallesi
70,100,2.5,25,0,2.0,Doğalgaz Sobalı,Boş,Hisseli Tapu,Hayır,1,0,Genel Fiyat,10000.0,0,0,0,0, Üsküdar,Yavuztürk Mahallesi
80,85,3.0,13,-2,5.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,13000.0,0,0,0,0, Gaziosmanpaşa,Karayolları Mahallesi
140,172,4.5,7,0,5.0,Yerden Isıtma,Boş,Kat Mülkiyeti,Evet,2,0,Genel Fiyat,82000.0,0,0,0,0, Sancaktepe,Abdurrahmangazi Mahallesi
52,72,3.0,0,1,4.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,38000.0,0,0,0,0, Bakırköy,Yenimahalle Mahallesi
